club_name,club_logo_url,nationality_name,nation_flag_url
Santos Laguna,https://cdn.sofifa.net/teams/110144/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
SD Eibar,https://cdn.sofifa.net/teams/467/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Amiens SC,https://cdn.sofifa.net/teams/1816/60.png,France,https://cdn.sofifa.net/flags/fr.png
FC Cartagena,https://cdn.sofifa.net/teams/100851/60.png,France,https://cdn.sofifa.net/flags/fr.png
Torino F.C.,https://cdn.sofifa.net/teams/54/60.png,Serbia,https://cdn.sofifa.net/flags/rs.png
Santa Clara,https://cdn.sofifa.net/teams/1438/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/60.png,France,https://cdn.sofifa.net/flags/fr.png
Junior FC,https://cdn.sofifa.net/teams/101101/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Preston North End,https://cdn.sofifa.net/teams/1801/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Clube Sport Marítimo,https://cdn.sofifa.net/teams/1893/60.png,Spain,https://cdn.sofifa.net/flags/es.png
FC Utrecht,https://cdn.sofifa.net/teams/1903/60.png,Morocco,https://cdn.sofifa.net/flags/ma.png
Empoli,https://cdn.sofifa.net/teams/1746/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
FC Sochaux-Montbéliard,https://cdn.sofifa.net/teams/226/60.png,France,https://cdn.sofifa.net/flags/fr.png
KV Oostende,https://cdn.sofifa.net/teams/682/60.png,France,https://cdn.sofifa.net/flags/fr.png
Club Atlético Aldosivi,https://cdn.sofifa.net/teams/111707/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Fenerbahçe SK,https://cdn.sofifa.net/teams/326/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Mazatlán Futbol Club,https://cdn.sofifa.net/teams/114899/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Vancouver Whitecaps FC,https://cdn.sofifa.net/teams/101112/60.png,Angola,https://cdn.sofifa.net/flags/ao.png
Club León,https://cdn.sofifa.net/teams/110781/60.png,Chile,https://cdn.sofifa.net/flags/cl.png
Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/60.png,Ghana,https://cdn.sofifa.net/flags/gh.png
Middlesbrough,https://cdn.sofifa.net/teams/12/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Coventry City,https://cdn.sofifa.net/teams/1800/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Queens Park Rangers,https://cdn.sofifa.net/teams/15/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
FC Augsburg,https://cdn.sofifa.net/teams/100409/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Adana Demirspor,https://cdn.sofifa.net/teams/101016/60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png
Nottingham Forest,https://cdn.sofifa.net/teams/14/60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png
1. FC Union Berlin,https://cdn.sofifa.net/teams/1831/60.png,Germany,https://cdn.sofifa.net/flags/de.png
SV Werder Bremen,https://cdn.sofifa.net/teams/38/60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png
Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Estoril Praia,https://cdn.sofifa.net/teams/10020/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Celtic,https://cdn.sofifa.net/teams/78/60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png
Club Atlético Huracán,https://cdn.sofifa.net/teams/111711/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Rangers FC,https://cdn.sofifa.net/teams/86/60.png,Curacao,https://cdn.sofifa.net/flags/cw.png
Moreirense FC,https://cdn.sofifa.net/teams/1900/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Göztepe SK,https://cdn.sofifa.net/teams/101026/60.png,Turkey,https://cdn.sofifa.net/flags/tr.png
Elche CF,https://cdn.sofifa.net/teams/468/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Patronato,https://cdn.sofifa.net/teams/110581/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
FC Midtjylland,https://cdn.sofifa.net/teams/1516/60.png,Sweden,https://cdn.sofifa.net/flags/se.png
Club Universidad Nacional,https://cdn.sofifa.net/teams/1881/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
PSV,https://cdn.sofifa.net/teams/247/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Nashville SC,https://cdn.sofifa.net/teams/114162/60.png,Costa Rica,https://cdn.sofifa.net/flags/cr.png
SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Real Oviedo,https://cdn.sofifa.net/teams/110827/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Karlsruher SC,https://cdn.sofifa.net/teams/1832/60.png,Germany,https://cdn.sofifa.net/flags/de.png
RCD Mallorca,https://cdn.sofifa.net/teams/453/60.png,Spain,https://cdn.sofifa.net/flags/es.png
F.C. København,https://cdn.sofifa.net/teams/819/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
Preston North End,https://cdn.sofifa.net/teams/1801/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
AJ Auxerre,https://cdn.sofifa.net/teams/57/60.png,Haiti,https://cdn.sofifa.net/flags/ht.png
Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Estoril Praia,https://cdn.sofifa.net/teams/10020/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Oud-Heverlee Leuven,https://cdn.sofifa.net/teams/100087/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
CD Leganés,https://cdn.sofifa.net/teams/100888/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Birmingham City,https://cdn.sofifa.net/teams/88/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
FC Midtjylland,https://cdn.sofifa.net/teams/1516/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Çaykur Rizespor,https://cdn.sofifa.net/teams/101037/60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png
FC Metz,https://cdn.sofifa.net/teams/68/60.png,France,https://cdn.sofifa.net/flags/fr.png
FC Vizela,https://cdn.sofifa.net/teams/111539/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
FC Sion,https://cdn.sofifa.net/teams/110770/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
SD Eibar,https://cdn.sofifa.net/teams/467/60.png,France,https://cdn.sofifa.net/flags/fr.png
Hertha BSC,https://cdn.sofifa.net/teams/166/60.png,Germany,https://cdn.sofifa.net/flags/de.png
VfB Stuttgart,https://cdn.sofifa.net/teams/36/60.png,Germany,https://cdn.sofifa.net/flags/de.png
SC Paderborn 07,https://cdn.sofifa.net/teams/10030/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Girona FC,https://cdn.sofifa.net/teams/110062/60.png,Spain,https://cdn.sofifa.net/flags/es.png
BSC Young Boys,https://cdn.sofifa.net/teams/900/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
FC St. Gallen 1879,https://cdn.sofifa.net/teams/898/60.png,Ghana,https://cdn.sofifa.net/flags/gh.png
Real Sporting de Gijón,https://cdn.sofifa.net/teams/459/60.png,Spain,https://cdn.sofifa.net/flags/es.png
AS Saint-Étienne,https://cdn.sofifa.net/teams/1819/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Cuiabá,https://cdn.sofifa.net/teams/115530/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Juventude,https://cdn.sofifa.net/teams/111041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Grêmio,https://cdn.sofifa.net/teams/1629/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Juventude,https://cdn.sofifa.net/teams/111041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Santos,https://cdn.sofifa.net/teams/1053/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Ceará Sporting Club,https://cdn.sofifa.net/teams/111059/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Bahia,https://cdn.sofifa.net/teams/1598/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Club Athletico Paranaense,https://cdn.sofifa.net/teams/1039/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Juventude,https://cdn.sofifa.net/teams/111041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Santos,https://cdn.sofifa.net/teams/1053/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Palmeiras,https://cdn.sofifa.net/teams/383/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Sport Club Corinthians Paulista,https://cdn.sofifa.net/teams/1041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Ceará Sporting Club,https://cdn.sofifa.net/teams/111059/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Juventude,https://cdn.sofifa.net/teams/111041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Bahia,https://cdn.sofifa.net/teams/1598/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Sport Club Corinthians Paulista,https://cdn.sofifa.net/teams/1041/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Internacional,https://cdn.sofifa.net/teams/1048/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Associação Chapecoense de Futebol,https://cdn.sofifa.net/teams/112476/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Palmeiras,https://cdn.sofifa.net/teams/383/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Cuiabá,https://cdn.sofifa.net/teams/115530/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Flamengo,https://cdn.sofifa.net/teams/1043/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortaleza,https://cdn.sofifa.net/teams/111052/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Ceará Sporting Club,https://cdn.sofifa.net/teams/111059/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Club Athletico Paranaense,https://cdn.sofifa.net/teams/1039/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Santa Clara,https://cdn.sofifa.net/teams/1438/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Udinese Calcio,https://cdn.sofifa.net/teams/55/60.png,France,https://cdn.sofifa.net/flags/fr.png
Stade Malherbe Caen,https://cdn.sofifa.net/teams/210/60.png,Cape Verde Islands,https://cdn.sofifa.net/flags/cv.png
,,Hungary,https://cdn.sofifa.net/flags/hu.png
FC Zürich,https://cdn.sofifa.net/teams/894/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
FC Nantes,https://cdn.sofifa.net/teams/71/60.png,Mali,https://cdn.sofifa.net/flags/ml.png
AZ Alkmaar,https://cdn.sofifa.net/teams/1906/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Panathinaikos FC,https://cdn.sofifa.net/teams/1884/60.png,Spain,https://cdn.sofifa.net/flags/es.png
AFC Bournemouth,https://cdn.sofifa.net/teams/1943/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
CD Leganés,https://cdn.sofifa.net/teams/100888/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Belenenses SAD,https://cdn.sofifa.net/teams/1889/60.png,South Africa,https://cdn.sofifa.net/flags/za.png
FC Lorient,https://cdn.sofifa.net/teams/217/60.png,France,https://cdn.sofifa.net/flags/fr.png
Estoril Praia,https://cdn.sofifa.net/teams/10020/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Brentford,https://cdn.sofifa.net/teams/1925/60.png,Iran,https://cdn.sofifa.net/flags/ir.png
Portland Timbers,https://cdn.sofifa.net/teams/111140/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/60.png,Austria,https://cdn.sofifa.net/flags/at.png
Standard de Liège,https://cdn.sofifa.net/teams/232/60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png
Barnsley,https://cdn.sofifa.net/teams/1932/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Pachuca,https://cdn.sofifa.net/teams/110147/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Hajduk Split,https://cdn.sofifa.net/teams/263/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
Middlesbrough,https://cdn.sofifa.net/teams/12/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Nagoya Grampus,https://cdn.sofifa.net/teams/112092/60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png
K Beerschot VA,https://cdn.sofifa.net/teams/675/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Club Necaxa,https://cdn.sofifa.net/teams/101121/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Urawa Red Diamonds,https://cdn.sofifa.net/teams/111575/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Yokohama F. Marinos,https://cdn.sofifa.net/teams/101151/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Yokohama F. Marinos,https://cdn.sofifa.net/teams/101151/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Urawa Red Diamonds,https://cdn.sofifa.net/teams/111575/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
CD Leganés,https://cdn.sofifa.net/teams/100888/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Kashima Antlers,https://cdn.sofifa.net/teams/101147/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Club Tijuana,https://cdn.sofifa.net/teams/111678/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
1. FC Union Berlin,https://cdn.sofifa.net/teams/1831/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Hannover 96,https://cdn.sofifa.net/teams/485/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Derby County,https://cdn.sofifa.net/teams/91/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
Kaizer Chiefs,https://cdn.sofifa.net/teams/110929/60.png,South Africa,https://cdn.sofifa.net/flags/za.png
Luton Town,https://cdn.sofifa.net/teams/1923/60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png
Birmingham City,https://cdn.sofifa.net/teams/88/60.png,Australia,https://cdn.sofifa.net/flags/au.png
Birmingham City,https://cdn.sofifa.net/teams/88/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Gazişehir Gaziantep F.K.,https://cdn.sofifa.net/teams/110776/60.png,Romania,https://cdn.sofifa.net/flags/ro.png
Independiente del Valle,https://cdn.sofifa.net/teams/112908/60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png
Deportivo La Guaira FC,https://cdn.sofifa.net/teams/112853/60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png
Oud-Heverlee Leuven,https://cdn.sofifa.net/teams/100087/60.png,Bulgaria,https://cdn.sofifa.net/flags/bg.png
Ferencvárosi TC,https://cdn.sofifa.net/teams/1874/60.png,France,https://cdn.sofifa.net/flags/fr.png
Al Hazem,https://cdn.sofifa.net/teams/113222/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Norwich City,https://cdn.sofifa.net/teams/1792/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Venezia FC,https://cdn.sofifa.net/teams/205/60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png
Futebol Clube de Famalicão,https://cdn.sofifa.net/teams/112809/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
Royal Charleroi S.C.,https://cdn.sofifa.net/teams/670/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
İstanbul Başakşehir FK,https://cdn.sofifa.net/teams/101014/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Internacional,https://cdn.sofifa.net/teams/1048/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
SSV Jahn Regensburg,https://cdn.sofifa.net/teams/543/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Club Atlas,https://cdn.sofifa.net/teams/101114/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Metropolitanos de Caracas FC,https://cdn.sofifa.net/teams/112914/60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png
FC Groningen,https://cdn.sofifa.net/teams/1915/60.png,Morocco,https://cdn.sofifa.net/flags/ma.png
Spezia,https://cdn.sofifa.net/teams/110741/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
Burgos CF,https://cdn.sofifa.net/teams/10846/60.png,Spain,https://cdn.sofifa.net/flags/es.png
CD Tenerife,https://cdn.sofifa.net/teams/260/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Fortuna Sittard,https://cdn.sofifa.net/teams/634/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Royale Union Saint-Gilloise,https://cdn.sofifa.net/teams/2014/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
RCD Mallorca,https://cdn.sofifa.net/teams/453/60.png,Serbia,https://cdn.sofifa.net/flags/rs.png
Fútbol Club Juárez,https://cdn.sofifa.net/teams/113134/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
LASK Linz,https://cdn.sofifa.net/teams/252/60.png,Austria,https://cdn.sofifa.net/flags/at.png
FC Viktoria Plzeň,https://cdn.sofifa.net/teams/110468/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Hebei FC,https://cdn.sofifa.net/teams/112978/60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png
Yeni Malatyaspor,https://cdn.sofifa.net/teams/113259/60.png,France,https://cdn.sofifa.net/flags/fr.png
Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png
Cádiz CF,https://cdn.sofifa.net/teams/1968/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Nottingham Forest,https://cdn.sofifa.net/teams/14/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Benevento,https://cdn.sofifa.net/teams/112026/60.png,Italy,https://cdn.sofifa.net/flags/it.png
SC Braga,https://cdn.sofifa.net/teams/1896/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Amiens SC,https://cdn.sofifa.net/teams/1816/60.png,Mali,https://cdn.sofifa.net/flags/ml.png
Parma,https://cdn.sofifa.net/teams/50/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
CS Emelec,https://cdn.sofifa.net/teams/110984/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Platense,https://cdn.sofifa.net/teams/112689/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Boca Juniors,https://cdn.sofifa.net/teams/1877/60.png,Armenia,https://cdn.sofifa.net/flags/am.png
Clube Atlético Mineiro,https://cdn.sofifa.net/teams/1035/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Internacional,https://cdn.sofifa.net/teams/1048/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Palmeiras,https://cdn.sofifa.net/teams/383/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Internacional,https://cdn.sofifa.net/teams/1048/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
RB Bragantino,https://cdn.sofifa.net/teams/112472/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Associação Chapecoense de Futebol,https://cdn.sofifa.net/teams/112476/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Barcelona Sporting Club,https://cdn.sofifa.net/teams/110981/60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png
BSC Young Boys,https://cdn.sofifa.net/teams/900/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Huddersfield Town,https://cdn.sofifa.net/teams/1939/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Moreirense FC,https://cdn.sofifa.net/teams/1900/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Fortuna Sittard,https://cdn.sofifa.net/teams/634/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Junior FC,https://cdn.sofifa.net/teams/101101/60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png
Hertha BSC,https://cdn.sofifa.net/teams/166/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Real Valladolid CF,https://cdn.sofifa.net/teams/462/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Toulouse Football Club,https://cdn.sofifa.net/teams/1809/60.png,Sweden,https://cdn.sofifa.net/flags/se.png
Henan Songshan Longmen FC,https://cdn.sofifa.net/teams/111779/60.png,Sierra Leone,https://cdn.sofifa.net/flags/sl.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
Los Angeles FC,https://cdn.sofifa.net/teams/112996/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Atlanta United,https://cdn.sofifa.net/teams/112885/60.png,United States,https://cdn.sofifa.net/flags/us.png
Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png
Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Gamba Osaka,https://cdn.sofifa.net/teams/112093/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Toulouse Football Club,https://cdn.sofifa.net/teams/1809/60.png,Japan,https://cdn.sofifa.net/flags/jp.png
Middlesbrough,https://cdn.sofifa.net/teams/12/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Venezia FC,https://cdn.sofifa.net/teams/205/60.png,Norway,https://cdn.sofifa.net/flags/no.png
Club Atlético Independiente,https://cdn.sofifa.net/teams/110093/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Standard de Liège,https://cdn.sofifa.net/teams/232/60.png,Congo DR,https://cdn.sofifa.net/flags/cd.png
Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/60.png,Australia,https://cdn.sofifa.net/flags/au.png
Atlanta United,https://cdn.sofifa.net/teams/112885/60.png,United States,https://cdn.sofifa.net/flags/us.png
Clube Sport Marítimo,https://cdn.sofifa.net/teams/1893/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
New York City FC,https://cdn.sofifa.net/teams/112828/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
FC Seoul,https://cdn.sofifa.net/teams/982/60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png
Stoke City,https://cdn.sofifa.net/teams/1806/60.png,Norway,https://cdn.sofifa.net/flags/no.png
Hamburger SV,https://cdn.sofifa.net/teams/28/60.png,Germany,https://cdn.sofifa.net/flags/de.png
DSC Arminia Bielefeld,https://cdn.sofifa.net/teams/159/60.png,Greece,https://cdn.sofifa.net/flags/gr.png
Shandong Taishan,https://cdn.sofifa.net/teams/111724/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
SV Sandhausen,https://cdn.sofifa.net/teams/110178/60.png,France,https://cdn.sofifa.net/flags/fr.png
Demir Grup Sivasspor,https://cdn.sofifa.net/teams/101041/60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png
VfL Bochum 1848,https://cdn.sofifa.net/teams/160/60.png,Ghana,https://cdn.sofifa.net/flags/gh.png
VfB Stuttgart,https://cdn.sofifa.net/teams/36/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png
Portimonense SC,https://cdn.sofifa.net/teams/10031/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
SC Heerenveen,https://cdn.sofifa.net/teams/1913/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
KV Oostende,https://cdn.sofifa.net/teams/682/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
U.C. Sampdoria,https://cdn.sofifa.net/teams/1837/60.png,Germany,https://cdn.sofifa.net/flags/de.png
FC Lorient,https://cdn.sofifa.net/teams/217/60.png,Austria,https://cdn.sofifa.net/flags/at.png
Club Necaxa,https://cdn.sofifa.net/teams/101121/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
RC Strasbourg Alsace,https://cdn.sofifa.net/teams/76/60.png,France,https://cdn.sofifa.net/flags/fr.png
IFK Norrköping,https://cdn.sofifa.net/teams/702/60.png,Sweden,https://cdn.sofifa.net/flags/se.png
SV Werder Bremen,https://cdn.sofifa.net/teams/38/60.png,Austria,https://cdn.sofifa.net/flags/at.png
LASK Linz,https://cdn.sofifa.net/teams/252/60.png,Austria,https://cdn.sofifa.net/flags/at.png
Empoli,https://cdn.sofifa.net/teams/1746/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
FC Augsburg,https://cdn.sofifa.net/teams/100409/60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png
Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Ajax,https://cdn.sofifa.net/teams/245/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
ESTAC Troyes,https://cdn.sofifa.net/teams/294/60.png,Mali,https://cdn.sofifa.net/flags/ml.png
Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Vitesse,https://cdn.sofifa.net/teams/1909/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Ferencvárosi TC,https://cdn.sofifa.net/teams/1874/60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png
